1.8947,0,1.8946,1.4408,1.691
0,0.97157,1.6808,2.0735,2.0823
1.9161,1.6928,2.0464,1.7276,1.4284
1.5759,1.5526,1.5759,1.7264,1.6775
1.7004,1.5604,1.6213,1.6393,1.6773
1.6443,1.6788,1.6805,1.6666,1.6864
1.6957,1.7067,1.6631,1.6928,1.6259
1.6487,1.6432,1.6527,1.6665,1.6545
1.6805,1.6095,1.7473,1.6821,1.6392
1.6627,1.6657,1.637,1.6183,1.6563
1.7,1.6929,1.6783,1.7024,1.6902
1.6963,1.6591,1.7012,1.667,1.6728
1.7033,1.6786,1.6793,1.6824,1.693
1.6744,1.6875,1.6808,1.7128,1.6844
1.65,1.7017,1.6609,1.6711,1.6689
1.6711,1.6451,1.6861,1.6884,1.6664
1.6878,1.6816,1.6532,1.681,1.6697
1.6542,1.6938,1.6705,1.6958,1.6818
1.7016,1.6496,1.6797,1.6606,1.6726
1.6568,1.6533,1.6653,1.6819,1.6813
1.6624,1.6612,1.6747,1.6822,1.6699
1.6906,1.7001,1.6621,1.6716,1.679
1.6978,1.6779,1.6631,1.693,1.6792
1.6516,1.677,1.6554,1.6785,1.6704
1.6583,1.66,1.6821,1.675,1.6447
1.6714,1.6577,1.6455,1.6609,1.6687
1.6538,1.6578,1.6674,1.6725,1.6604
1.6725,1.6736,1.6595,1.6559,1.6753
1.6611,1.6651,1.6736,1.6624,1.6731
1.663,1.6834,1.6734,1.6622,1.6802
1.6847,1.6645,1.6775,1.6758,1.6643
1.6802,1.6577,1.6755,1.6697,1.674
1.6698,1.6878,1.6547,1.6624,1.6667
1.653,1.648,1.6611,1.6553,1.6605
1.6648,1.6671,1.667,1.68,1.6583
1.6808,1.6755,1.6659,1.6653,1.6697
1.6439,1.6579,1.663,1.6703,1.6656
1.6784,1.6674,1.6743,1.6495,1.6665
1.6595,1.6683,1.6588,1.6668,1.6526
1.6659,1.6562,1.6664,1.6826,1.682
1.6592,1.6517,1.6657,1.6601,1.6631
1.6696,1.6525,1.6737,1.6483,1.6687
1.6565,1.6561,1.6781,1.6715,1.6705
1.6568,1.6697,1.6775,1.669,1.6693
1.6777,1.6377,1.6735,1.6754,1.6575
1.683,1.6698,1.6786,1.6624,1.6659
1.6708,1.6679,1.6684,1.6665,1.6661
1.6597,1.6618,1.6605,1.6707,1.6645
1.6576,1.6611,1.6884,1.686,1.6721
1.6809,1.6681,1.6647,1.6872,1.6521
1.6691,1.6629,1.6811,1.6638,1.6683
1.665,1.6692,1.6568,1.6757,1.6599
1.649,1.6806,1.6601,1.6665,1.669
1.6508,1.6607,1.6866,1.6689,1.6616
1.6579,1.6692,1.6605,1.676,1.6633
1.6647,1.6742,1.6616,1.6646,1.6851
1.6658,1.6648,1.6561,1.6678,1.6773
1.6833,1.6601,1.6491,1.6674,1.6531
1.655,1.6856,1.6723,1.6674,1.6563
1.6777,1.6737,1.6553,1.654,1.6664
1.6801,1.687,1.6789,1.6731,1.6697
1.6628,1.6574,1.6689,1.6603,1.6596
1.6584,1.6539,1.6736,1.6712,1.6551
1.6658,1.6657,1.6732,1.6752,1.6707
1.656,1.6701,1.6614,1.6813,1.6597
1.6629,1.6646,1.6705,1.6464,1.6786
1.6489,1.6723,1.6575,1.6614,1.6736
1.6718,1.6643,1.6681,1.6623,1.6882
1.6611,1.6651,1.6593,1.6649,1.6581
1.6656,1.6713,1.6432,1.6664,1.6558
1.6747,1.6644,1.6794,1.674,1.656
1.6817,1.6598,1.6646,1.6754,1.6637
1.6638,1.6627,1.6789,1.6508,1.6777
1.6617,1.6796,1.6596,1.6685,1.6614
1.6542,1.6606,1.6766,1.6544,1.6569
1.671,1.6736,1.6746,1.6689,1.6711
1.6688,1.6622,1.6598,1.6744,1.6607
1.678,1.6661,1.6657,1.6622,1.6617
1.6506,1.6554,1.6768,1.6616,1.6687
1.6664,1.6724,1.6827,1.6484,1.6677
1.6557,1.6421,1.653,1.6703,1.6515
1.6773,1.6503,1.6616,1.6722,1.6523
1.6656,1.6601,1.6649,1.6695,1.6582
1.6727,1.6544,1.6723,1.6698,1.6697
1.6652,1.6986,1.651,1.6773,1.6723
1.6759,1.6478,1.6715,1.6476,1.6715
1.6572,1.6728,1.6716,1.6629,1.6616
1.6533,1.6769,1.6664,1.6622,1.6572
1.6678,1.6623,1.6743,1.6723,1.6476
1.6571,1.6641,1.6766,1.6567,1.6803
1.666,1.6635,1.68,1.667,1.6661
1.6522,1.648,1.6499,1.6575,1.6586
1.6573,1.6798,1.6728,1.6554,1.6684
1.6694,1.6597,1.6774,1.6581,1.6871
1.6621,1.6646,1.6479,1.6803,1.6442
1.6556,1.6581,1.6799,1.6312,1.6469
1.6603,1.6675,1.6398,1.6649,1.6645
1.6667,1.6693,1.6407,1.6782,1.6782
1.6806,1.6614,1.6629,1.654,1.6599
1.6712,1.6576,1.6614,1.654,1.6703
